code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""database""",
"""7555951000006113""",UNKNOWN,true,"""home-use/point-of-care blood glucose spot-check analysis system""	""Aurum""",
"""7606161000006116""",UNKNOWN,true,"""glucose monitoring system""	""Aurum""",
"""7628811000006118""",UNKNOWN,true,"""steroid-induced hyperglycaemia""	""Aurum""",
"""8077451000006118""",UNKNOWN,true,"""glucose gel administration""	""Aurum""",
"""8099601000006117""",UNKNOWN,true,"""review of glucose intolerance""	""Aurum""",
"""8119331000006114""",UNKNOWN,true,"""hyperglycaemia due to type 1 diabetes mellitus""	""Aurum""",
"""8119451000006114""",UNKNOWN,true,"""hyperglycaemia due to type 2 diabetes mellitus""	""Aurum""",
"""8286781000006119""",UNKNOWN,true,"""hyperglycaemia education""	""Aurum""",
"""8291981000006111""",UNKNOWN,true,"""target blood glucose concentration""	""Aurum""",
"""8292931000006116""",UNKNOWN,true,"""does monitor blood glucose level before driving""	""Aurum""",
"""8304721000006119""",UNKNOWN,true,"""blood glucose level at bedtime""	""Aurum""",
"""8304741000006114""",UNKNOWN,true,"""bedtime blood sugar level""	""Aurum""",
"""8304751000006111""",UNKNOWN,true,"""blood glucose level before evening meal""	""Aurum""",
"""8304761000006113""",UNKNOWN,true,"""blood glucose level after lunch""	""Aurum""",
"""8304781000006115""",UNKNOWN,true,"""blood glucose level after breakfast""	""Aurum""",
"""8304791000006117""",UNKNOWN,true,"""blood glucose level before breakfast""	""Aurum""",
"""8335441000006111""",UNKNOWN,true,"""baseline blood glucose concentration""	""Aurum""",
"""8382991000006111""",UNKNOWN,true,"""urine dipstick for glucose""	""Aurum""",
"""8385771000006115""",UNKNOWN,true,"""blood sugar tolerance""	""Aurum""",
"""8412491000006111""",UNKNOWN,true,"""blood sugar method""	""Aurum""",
"""11904741000006110""",UNKNOWN,true,"""post-prandial blood sugar""	""Aurum""",
"""13927701000006116""",UNKNOWN,true,"""hyperglycaemia due to diabetes mellitus""	""Aurum""",
"""13956321000006111""",UNKNOWN,true,"""frequency of blood glucose self-monitoring""	""Aurum""",
"""14073071000006111""",UNKNOWN,true,"""severe hyperglycaemia due to diabetes mellitus""	""Aurum""",
"""14886231000006115""",UNKNOWN,true,"""mean substance concentration of glucose in capillary blood using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886241000006113""",UNKNOWN,true,"""mean substance concentration of glucose in capillary blood using minimally-invasive cgm (continuous glucose monitoring) device""	""Aurum""",
"""14886251000006110""",UNKNOWN,true,"""mean substance concentration of glucose in capillary blood by self-monitoring of blood glucose using blood glucose meter""	""Aurum""",
"""14886261000006112""",UNKNOWN,true,"""mean glucose molar concentration in capillary blood by smbg (self-monitoring of blood glucose) using blood glucose meter""	""Aurum""",
"""14886271000006117""",UNKNOWN,true,"""standard deviation of mean substance concentration of glucose in capillary blood using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886291000006116""",UNKNOWN,true,"""standard deviation of mean substance concentration of glucose in capillary blood by self-monitoring of blood glucose using blood glucose meter""	""Aurum""",
"""14886301000006115""",UNKNOWN,true,"""standard deviation of mean glucose molar concentration in capillary blood by smbg (self-monitoring of blood glucose) using blood glucose meter""	""Aurum""",
"""14886311000006117""",UNKNOWN,true,"""coefficient of variation of mean substance concentration of glucose in capillary blood using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886331000006111""",UNKNOWN,true,"""coefficient of variation of mean substance concentration of glucose in capillary blood by self-monitoring of blood glucose using blood glucose meter""	""Aurum""",
"""14886351000006116""",UNKNOWN,true,"""percentage of time in target glucose range to total glucose monitoring time using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886361000006119""",UNKNOWN,true,"""percentage of time in target glucose range to total glucose monitoring time using minimally-invasive cgm (continuous glucose monitoring) device""	""Aurum""",
"""14886371000006114""",UNKNOWN,true,"""percentage of time above level 2 hyperglycaemic threshold to total continuous glucose monitoring time using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886391000006110""",UNKNOWN,true,"""percentage of time above level 1 hyperglycaemic threshold to total continuous glucose monitoring time using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886411000006110""",UNKNOWN,true,"""percentage of time below level 2 hypoglycaemic threshold to total continuous glucose monitoring time using minimally-invasive continuous glucose monitoring device""	""Aurum""",
