"prodcodeid"	"term"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"concat"	"match"	"Antihypertensives"
"1426341000033110"	"Tenoretic 100mg/25mg tablets (Atnahs Pharma UK Ltd)"	"Tenoretic 100mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone/Atenolol"	"100.000mg + 25.000mg"	NA	"tenoretic 100mg 25mg tablets tenoretic 100mg 25mg tablets  atnahs pharma uk ltd  atenolol  chlortalidone"	1	"Chlortalidone/Atenolol"
"1426441000033116"	"Tenormin 100mg tablets (AstraZeneca UK Ltd)"	"Tenormin 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Atenolol"	"100.000mg"	NA	"tenormin 100mg tablets tenormin 100mg tablets  astrazeneca uk ltd  atenolol"	1	"Atenolol"
"1426541000033115"	"Tenormin LS 50mg tablets (Atnahs Pharma UK Ltd)"	"Tenormin LS 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Atenolol"	"50.000mg"	NA	"tenormin ls 50mg tablets tenormin ls 50mg tablets  atnahs pharma uk ltd  atenolol"	1	"Atenolol"
"1428741000033112"	"Tenormin 25mg tablets (AstraZeneca UK Ltd)"	"Tenormin 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Atenolol"	"25.000mg"	NA	"tenormin 25mg tablets tenormin 25mg tablets  astrazeneca uk ltd  atenolol"	1	"Atenolol"
"1429041000033118"	"Terazosin 10mg tablets"	"Terazosin 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Terazosin"	"10.000mg"	"02050400"	"terazosin 10mg tablets terazosin 10mg tablets terazosin hydrochloride"	1	"Terazosin"
"1429141000033119"	"Terazosin 5mg tablets"	"Terazosin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Terazosin"	"5.000mg"	"02050400"	"terazosin 5mg tablets terazosin 5mg tablets terazosin hydrochloride"	1	"Terazosin"
"1438341000033113"	"Timoptol Unit Dose 0.25% ophthalmic solution 0.2ml unit dose (Santen UK Ltd)"	"Timoptol Unit Dose 0.25% ophthalmic solution 0.2ml unit dose"	"Eye drops"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	NA	"timoptol unit dose 0 25  ophthalmic solution 0 2ml unit dose timoptol unit dose 0 25  ophthalmic solution 0 2ml unit dose  santen uk ltd  timolol maleate"	1	"Timolol"
"1438441000033119"	"Timoptol Unit Dose 0.5% ophthalmic solution 0.2ml unit dose (Santen UK Ltd)"	"Timoptol Unit Dose 0.5% ophthalmic solution 0.2ml unit dose"	"Eye drops"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	NA	"timoptol unit dose 0 5  ophthalmic solution 0 2ml unit dose timoptol unit dose 0 5  ophthalmic solution 0 2ml unit dose  santen uk ltd  timolol maleate"	1	"Timolol"
"1438541000033118"	"Timolol 0.25% eye drops 0.2ml unit dose preservative free"	"Timolol 0.25% eye drops 0.2ml unit dose preservative free"	"Eye drops"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	"11060000"	"timolol 0 25  eye drops 0 2ml unit dose preservative free timolol 0 25  eye drops 0 2ml unit dose preservative free timolol maleate"	1	"Timolol"
"1438641000033117"	"Timolol 0.5% eye drops 0.2ml unit dose preservative free"	"Timolol 0.5% eye drops 0.2ml unit dose preservative free"	"Eye drops"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	"11060000"	"timolol 0 5  eye drops 0 2ml unit dose preservative free timolol 0 5  eye drops 0 2ml unit dose preservative free timolol maleate"	1	"Timolol"
"1438741000033114"	"Timolol 0.25% eye drops"	"Timolol 0.25% eye drops"	"Eye drops"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	"11060000"	"timolol 0 25  eye drops timolol 0 25  eye drops timolol maleate"	1	"Timolol"
"1438841000033116"	"Timolol 0.5% eye drops"	"Timolol 0.5% eye drops"	"Eye drops"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	"11060000"	"timolol 0 5  eye drops timolol 0 5  eye drops timolol maleate"	1	"Timolol"
"1438941000033112"	"Timoptol 0.25% eye drops (Santen UK Ltd)"	"Timoptol 0.25% eye drops"	"Eye drops"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	NA	"timoptol 0 25  eye drops timoptol 0 25  eye drops  santen uk ltd  timolol maleate"	1	"Timolol"
"1439041000033115"	"Timoptol 0.5% eye drops (Santen UK Ltd)"	"Timoptol 0.5% eye drops"	"Eye drops"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	NA	"timoptol 0 5  eye drops timoptol 0 5  eye drops  santen uk ltd  timolol maleate"	1	"Timolol"
"1439141000033116"	"Timoptol-LA 0.25% ophthalmic gel-forming solution (Santen UK Ltd)"	"Timoptol-LA 0.25% ophthalmic gel-forming solution"	"Eye gel"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	NA	"timoptol la 0 25  ophthalmic gel forming solution timoptol la 0 25  ophthalmic gel forming solution  santen uk ltd  timolol maleate"	1	"Timolol"
"1439241000033111"	"Timoptol-LA 0.5% ophthalmic gel-forming solution (Santen UK Ltd)"	"Timoptol-LA 0.5% ophthalmic gel-forming solution"	"Eye gel"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	NA	"timoptol la 0 5  ophthalmic gel forming solution timoptol la 0 5  ophthalmic gel forming solution  santen uk ltd  timolol maleate"	1	"Timolol"
"1439341000033118"	"Timolol 0.25% eye gel"	"Timolol 0.25% eye gel"	"Eye gel"	"Ocular"	"Timolol"	"2.500mg/1.000ml"	"11060000"	"timolol 0 25  eye gel timolol 0 25  eye gel timolol maleate"	1	"Timolol"
"1439441000033112"	"Timolol 0.5% eye gel"	"Timolol 0.5% eye gel"	"Eye gel"	"Ocular"	"Timolol"	"5.000mg/1.000ml"	"11060000"	"timolol 0 5  eye gel timolol 0 5  eye gel timolol maleate"	1	"Timolol"
"1441741000033119"	"Tildiem LA 300 capsules (Sanofi)"	"Tildiem LA 300 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	NA	"tildiem la 300 capsules tildiem la 300 capsules  sanofi  diltiazem hydrochloride"	1	"Diltiazem"
"1441841000033112"	"Tildiem LA 200 capsules (Sanofi)"	"Tildiem LA 200 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"200.000mg"	NA	"tildiem la 200 capsules tildiem la 200 capsules  sanofi  diltiazem hydrochloride"	1	"Diltiazem"
"1442741000033113"	"Tildiem Retard 120mg tablets (Sanofi)"	"Tildiem Retard 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"120.000mg"	NA	"tildiem retard 120mg tablets tildiem retard 120mg tablets  sanofi  diltiazem hydrochloride"	1	"Diltiazem"
"1442841000033115"	"Tildiem Retard 90mg tablets (Sanofi)"	"Tildiem Retard 90mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"90.000mg"	NA	"tildiem retard 90mg tablets tildiem retard 90mg tablets  sanofi  diltiazem hydrochloride"	1	"Diltiazem"
"1443841000033113"	"Tildiem 60mg modified-release tablets (Sanofi)"	"Tildiem 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"60.000mg"	NA	"tildiem 60mg modified release tablets tildiem 60mg modified release tablets  sanofi  diltiazem hydrochloride"	1	"Diltiazem"
"1444541000033113"	"Timolol 10mg tablets"	"Timolol 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Timolol"	"10.000mg"	"02040000"	"timolol 10mg tablets timolol 10mg tablets timolol maleate"	1	"Timolol"
"1453941000033115"	"Trandolapril 1mg capsules"	"Trandolapril 1mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trandolapril"	"1.000mg"	"02050501"	"trandolapril 1mg capsules trandolapril 1mg capsules trandolapril"	1	"Trandolapril"
"1454041000033118"	"Trandolapril 2mg capsules"	"Trandolapril 2mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trandolapril"	"2.000mg"	"02050501"	"trandolapril 2mg capsules trandolapril 2mg capsules trandolapril"	1	"Trandolapril"
"1454141000033119"	"Trandolapril 500microgram capsules"	"Trandolapril 500microgram capsules"	"Capsule/ Oral capsule"	"Oral"	"Trandolapril"	"500.000microgram"	"02050501"	"trandolapril 500microgram capsules trandolapril 500microgram capsules trandolapril"	1	"Trandolapril"
"1455341000033115"	"Triamterene 50mg capsules"	"Triamterene 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Triamterene"	"50.000mg"	"02020300"	"triamterene 50mg capsules triamterene 50mg capsules triamterene"	1	"Triamterene"
"1455541000033110"	"Tritace 1.25mg capsules (Aventis Pharma)"	"Tritace 1.25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ramipril"	"1.250mg"	NA	"tritace 1 25mg capsules tritace 1 25mg capsules  aventis pharma  ramipril"	1	"Ramipril"
"1455641000033111"	"Tritace 2.5mg capsules (Sanofi)"	"Tritace 2.5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ramipril"	"2.500mg"	NA	"tritace 2 5mg capsules tritace 2 5mg capsules  sanofi  ramipril"	1	"Ramipril"
"1455741000033119"	"Tritace 5mg capsules (Sanofi)"	"Tritace 5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ramipril"	"5.000mg"	NA	"tritace 5mg capsules tritace 5mg capsules  sanofi  ramipril"	1	"Ramipril"
"1468141000033118"	"Triamaxco 50mg/25mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Triamaxco 50mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Triamterene"	"25.000mg + 50.000mg"	NA	"triamaxco 50mg 25mg tablets triamaxco 50mg 25mg tablets  ashbourne pharmaceuticals ltd  hydrochlorothiazide  triamterene"	1	"Hydrochlorothiazide/Triamterene"
"1469941000033114"	"Trasidrex modified-release tablets (Mercury Pharma Group Ltd)"	"Trasidrex modified-release tablets"	"Modified-release tablet"	"Oral"	"Cyclopenthiazide"	"250.000microgram + 160.000mg"	NA	"trasidrex modified release tablets trasidrex modified release tablets  mercury pharma group ltd  cyclopenthiazide  oxprenolol hydrochloride"	1	"Cyclopenthiazide"
"1470341000033112"	"Triam-Co 50mg/25mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Triam-Co 50mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Triamterene"	"25.000mg + 50.000mg"	NA	"triam co 50mg 25mg tablets triam co 50mg 25mg tablets  ivax pharmaceuticals uk ltd  hydrochlorothiazide  triamterene"	1	"Hydrochlorothiazide/Triamterene"
"1489541000033117"	"Univer 120mg modified-release capsules (Teva UK Ltd)"	"Univer 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"120.000mg"	NA	"univer 120mg modified release capsules univer 120mg modified release capsules  teva uk ltd  verapamil hydrochloride"	1	"Verapamil"
"1489641000033116"	"Univer 180mg modified-release capsules (Teva UK Ltd)"	"Univer 180mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"180.000mg"	NA	"univer 180mg modified release capsules univer 180mg modified release capsules  teva uk ltd  verapamil hydrochloride"	1	"Verapamil"
"1489741000033113"	"Univer 240mg modified-release capsules (Teva UK Ltd)"	"Univer 240mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"240.000mg"	NA	"univer 240mg modified release capsules univer 240mg modified release capsules  teva uk ltd  verapamil hydrochloride"	1	"Verapamil"
"1495441000033116"	"Urizide 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Urizide 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bendroflumethiazide"	"5.000mg"	NA	"urizide 5mg tablets urizide 5mg tablets  dr reddy s laboratories  uk  ltd  bendroflumethiazide"	1	"Bendroflumethiazide"
"1498241000033111"	"Valsartan 160mg capsules"	"Valsartan 160mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Valsartan"	"160.000mg"	"02050502"	"valsartan 160mg capsules valsartan 160mg capsules valsartan"	1	"Valsartan"
"1498341000033118"	"Valsartan 40mg capsules"	"Valsartan 40mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Valsartan"	"40.000mg"	"02050502"	"valsartan 40mg capsules valsartan 40mg capsules valsartan"	1	"Valsartan"
"1498441000033112"	"Valsartan 80mg capsules"	"Valsartan 80mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Valsartan"	"80.000mg"	"02050502"	"valsartan 80mg capsules valsartan 80mg capsules valsartan"	1	"Valsartan"
"1503441000033113"	"Vascace 5mg tablets (Roche Products Ltd)"	"Vascace 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"5.000mg"	NA	"vascace 5mg tablets vascace 5mg tablets  roche products ltd  cilazapril monohydrate"	1	"Cilazapril"
"1504641000033112"	"Vascace 1mg tablets (Roche Products Ltd)"	"Vascace 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"1.000mg"	NA	"vascace 1mg tablets vascace 1mg tablets  roche products ltd  cilazapril monohydrate"	1	"Cilazapril"
"1504741000033115"	"Vascace 2.5mg tablets (Roche Products Ltd)"	"Vascace 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"2.500mg"	NA	"vascace 2 5mg tablets vascace 2 5mg tablets  roche products ltd  cilazapril monohydrate"	1	"Cilazapril"
"1504941000033117"	"Vascace 500microgram tablets (Roche Products Ltd)"	"Vascace 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"500.000microgram"	NA	"vascace 500microgram tablets vascace 500microgram tablets  roche products ltd  cilazapril monohydrate"	1	"Cilazapril"
"1508641000033116"	"Verapamil Hydrochloride  Injection  2.5 mg/ml"	"Verapamil Hydrochloride  Injection  2.5 mg/ml"	"Solution for injection"	"Intramuscular"	"Verapamil"	NA	NA	"na verapamil hydrochloride  injection  2 5 mg ml verapamil"	1	"Verapamil"
"1509041000033119"	"Verapamil 120mg modified-release tablets"	"Verapamil 120mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"120.000mg"	"02060200"	"verapamil 120mg modified release tablets verapamil 120mg modified release tablets verapamil hydrochloride"	1	"Verapamil"
"1509141000033115"	"Verapamil 240mg modified-release tablets"	"Verapamil 240mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"240.000mg"	"02060200"	"verapamil 240mg modified release tablets verapamil 240mg modified release tablets verapamil hydrochloride"	1	"Verapamil"
"1509841000033114"	"Verapamil 40mg/5ml oral solution sugar free"	"Verapamil 40mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Verapamil"	"8.000mg/1.000ml"	"02060200"	"verapamil 40mg 5ml oral solution sugar free verapamil 40mg 5ml oral solution sugar free verapamil hydrochloride"	1	"Verapamil"
"1511141000033118"	"Verapamil 120mg modified-release capsules"	"Verapamil 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"120.000mg"	"02060200"	"verapamil 120mg modified release capsules verapamil 120mg modified release capsules verapamil hydrochloride"	1	"Verapamil"
"1511241000033113"	"Verapamil 180mg modified-release capsules"	"Verapamil 180mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"180.000mg"	"02060200"	"verapamil 180mg modified release capsules verapamil 180mg modified release capsules verapamil hydrochloride"	1	"Verapamil"
"1511341000033115"	"Verapamil 240mg modified-release capsules"	"Verapamil 240mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Verapamil"	"240.000mg"	"02060200"	"verapamil 240mg modified release capsules verapamil 240mg modified release capsules verapamil hydrochloride"	1	"Verapamil"
"1511741000033119"	"Verapamil Hydrochloride  M/R capsules  240 mg"	"Verapamil Hydrochloride  M/R capsules  240 mg"	"Capsule"	"Oral"	"Verapamil"	NA	NA	"na verapamil hydrochloride  m r capsules  240 mg verapamil"	1	"Verapamil"
"1512941000033111"	"Verapamil 120mg tablets"	"Verapamil 120mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"120.000mg"	"02060200"	"verapamil 120mg tablets verapamil 120mg tablets verapamil hydrochloride"	1	"Verapamil"
"1513041000033118"	"Verapamil Hydrochloride  Tablets  240 mg"	"Verapamil Hydrochloride  Tablets  240 mg"	"Tablet"	"Oral"	"Verapamil"	NA	NA	"na verapamil hydrochloride  tablets  240 mg verapamil"	1	"Verapamil"
"1513141000033119"	"Verapamil 160mg tablets"	"Verapamil 160mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"160.000mg"	"02060200"	"verapamil 160mg tablets verapamil 160mg tablets verapamil hydrochloride"	1	"Verapamil"
"1513241000033114"	"Verapamil 40mg tablets"	"Verapamil 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"40.000mg"	"02060200"	"verapamil 40mg tablets verapamil 40mg tablets verapamil hydrochloride"	1	"Verapamil"
"1513341000033116"	"Verapamil 80mg tablets"	"Verapamil 80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"80.000mg"	"02060200"	"verapamil 80mg tablets verapamil 80mg tablets verapamil hydrochloride"	1	"Verapamil"
"1520141000033118"	"Viazem XL 120mg capsules (Thornton & Ross Ltd)"	"Viazem XL 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	NA	"viazem xl 120mg capsules viazem xl 120mg capsules  thornton   ross ltd  diltiazem hydrochloride"	1	"Diltiazem"
"1520241000033113"	"Viazem XL 180mg capsules (Thornton & Ross Ltd)"	"Viazem XL 180mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	NA	"viazem xl 180mg capsules viazem xl 180mg capsules  thornton   ross ltd  diltiazem hydrochloride"	1	"Diltiazem"
"1520341000033115"	"Viazem XL 240mg capsules (Thornton & Ross Ltd)"	"Viazem XL 240mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	NA	"viazem xl 240mg capsules viazem xl 240mg capsules  thornton   ross ltd  diltiazem hydrochloride"	1	"Diltiazem"
"1520441000033114"	"Viazem XL 300mg capsules (Thornton & Ross Ltd)"	"Viazem XL 300mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	NA	"viazem xl 300mg capsules viazem xl 300mg capsules  thornton   ross ltd  diltiazem hydrochloride"	1	"Diltiazem"
"1520541000033110"	"Viazem XL 360mg capsules (Thornton & Ross Ltd)"	"Viazem XL 360mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"360.000mg"	NA	"viazem xl 360mg capsules viazem xl 360mg capsules  thornton   ross ltd  diltiazem hydrochloride"	1	"Diltiazem"
"1523941000033114"	"Viskaldix tablets (Advanz Pharma)"	"Viskaldix tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pindolol"	"5.000mg + 10.000mg"	NA	"viskaldix tablets viskaldix tablets  advanz pharma  clopamide  pindolol"	1	"Pindolol"
"1524041000033111"	"Visken 5mg tablets (Advanz Pharma)"	"Visken 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pindolol"	"5.000mg"	NA	"visken 5mg tablets visken 5mg tablets  advanz pharma  pindolol"	1	"Pindolol"
"1525141000033111"	"Visken 15mg tablets (Advanz Pharma)"	"Visken 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pindolol"	"15.000mg"	NA	"visken 15mg tablets visken 15mg tablets  advanz pharma  pindolol"	1	"Pindolol"
"1543941000033111"	"Xipamide 20mg tablets"	"Xipamide 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Xipamide"	"20.000mg"	"02020100"	"xipamide 20mg tablets xipamide 20mg tablets xipamide"	1	"Xipamide"
"1550841000033111"	"Zanidip 10mg tablets (Recordati Pharmaceuticals Ltd)"	"Zanidip 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lercanidipine"	"10.000mg"	NA	"zanidip 10mg tablets zanidip 10mg tablets  recordati pharmaceuticals ltd  lercanidipine hydrochloride"	1	"Lercanidipine"
"1551841000033118"	"Zestoretic 10 tablets (Atnahs Pharma UK Ltd)"	"Zestoretic 10 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	NA	"zestoretic 10 tablets zestoretic 10 tablets  atnahs pharma uk ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"1551941000033114"	"Zestril 10mg tablets (Atnahs Pharma UK Ltd)"	"Zestril 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"10.000mg"	NA	"zestril 10mg tablets zestril 10mg tablets  atnahs pharma uk ltd  lisinopril"	1	"Lisinopril"
"1552041000033115"	"Zestril 2.5mg tablets (AstraZeneca UK Ltd)"	"Zestril 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"2.500mg"	NA	"zestril 2 5mg tablets zestril 2 5mg tablets  astrazeneca uk ltd  lisinopril"	1	"Lisinopril"
"1552141000033116"	"Zestril 20mg tablets (Atnahs Pharma UK Ltd)"	"Zestril 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"20.000mg"	NA	"zestril 20mg tablets zestril 20mg tablets  atnahs pharma uk ltd  lisinopril"	1	"Lisinopril"
"1552241000033111"	"Zestril 5mg tablets (Atnahs Pharma UK Ltd)"	"Zestril 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"5.000mg"	NA	"zestril 5mg tablets zestril 5mg tablets  atnahs pharma uk ltd  lisinopril"	1	"Lisinopril"
"1552341000033118"	"Zestoretic 20 tablets (Atnahs Pharma UK Ltd)"	"Zestoretic 20 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	NA	"zestoretic 20 tablets zestoretic 20 tablets  atnahs pharma uk ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"1570441000033110"	"Angitil XL 240 capsules (Ethypharm UK Ltd)"	"Angitil XL 240 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	NA	"angitil xl 240 capsules angitil xl 240 capsules  ethypharm uk ltd  diltiazem hydrochloride"	1	"Diltiazem"
"1570541000033111"	"Angitil XL 300 capsules (Ethypharm UK Ltd)"	"Angitil XL 300 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	NA	"angitil xl 300 capsules angitil xl 300 capsules  ethypharm uk ltd  diltiazem hydrochloride"	1	"Diltiazem"
"1580841000033116"	"Cardilate MR 10mg tablets (Teva UK Ltd)"	"Cardilate MR 10mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	NA	"cardilate mr 10mg tablets cardilate mr 10mg tablets  teva uk ltd  nifedipine"	1	"Nifedipine"
"1588841000033119"	"Cosopt 20mg/ml / 5mg/ml eye drops (Santen UK Ltd)"	"Cosopt 20mg/ml / 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"20.000mg/1.000ml + 5.000mg/1.000ml"	NA	"cosopt 20mg ml   5mg ml eye drops cosopt 20mg ml   5mg ml eye drops  santen uk ltd  dorzolamide hydrochloride  timolol maleate"	1	"Timolol"
