"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Antidiabetic"	"group"	"database"
"2454"	"Mixtard 30 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Penfill"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"6831"	"HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Teal (Eli Lilly and Company Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Insulin"	"Insulin"	"Gold"
"64354"	"Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300unit/1ml"	"Insulin"	"Insulin"	"Gold"
"27125"	"Starlix 180mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Nateglinide"	"180mg"	"Nateglinide"	"Other"	"Gold"
"1806"	"Penmix 30/70 100iu/ml Penfill (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"5627"	"Gliclazide 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"14918"	"Humulin I 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"25736"	"Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"10unit/1ml + 90unit/1ml"	"Insulin"	"Insulin"	"Gold"
"69947"	"Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices"	"Powder and solvent for solution for injection"	"Subcutaneous"	"Albiglutide"	"30mg"	"Albiglutide"	"GLP-1RAs"	"Gold"
"55627"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"91751"	"Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Apollo Medical Technologies Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"58882"	"Gliclazide 120mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Gliclazide"	"24mg/1ml"	"Gliclazide"	"Sulfonylureas"	"Gold"
"14339"	"Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd)"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"16152"	"Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Insulin"	"Insulin"	"Gold"
"92321"	"Metformin 500mg modified-release tablets (Strides Pharma UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"56376"	"Rosiglitazone 4mg with glimepiride 4mg tablet"	"Tablet"	"Oral"	"Glimepiride/Rosiglitazone"	NA	"Glimepiride/Rosiglitazone"	"Sulfonylureas, Other"	"Gold"
"83706"	"Rybelsus 14mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Semaglutide"	"14mg"	"Semaglutide"	"GLP-1RAs"	"Gold"
"40642"	"Victoza 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Liraglutide"	"6mg/1ml"	"Liraglutide"	"GLP-1RAs"	"Gold"
"23"	"Metformin 500mg tablets"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"70744"	"Metformin 500mg/5ml oral solution sugar free (Advanz Pharma)"	"Oral solution"	"Oral"	"Metformin"	"100mg/1ml"	"Metformin"	"Metformin"	"Gold"
"28723"	"INSULIN ZINC BOVINE SUSPENSION"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"7325"	"Avandamet 4mg/1000mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Metformin/Rosiglitazone"	"1gram + 4mg"	"Metformin/Rosiglitazone"	"Metformin, Other"	"Gold"
"23231"	"Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"52522"	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (DE Pharmaceuticals)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"80828"	"Gliclazide 30mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Gliclazide"	"6mg/1ml"	"Gliclazide"	"Sulfonylureas"	"Gold"
"1254"	"Glibenclamide 5mg tablets"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"90068"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"60012"	"Dapagliflozin 5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Dapagliflozin/Metformin"	"1gram + 5mg"	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"	"Gold"
"469"	"Rosiglitazone 4mg tablets"	"Oral tablet"	"Oral"	"Rosiglitazone"	"4mg"	"Rosiglitazone"	"Other"	"Gold"
"7266"	"Lantus 100units/ml solution for injection 3ml cartridges (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"55907"	"Insulin degludec 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"65059"	"Xigduo 5mg/850mg tablets (AstraZeneca UK Ltd)"	"Oral tablet"	"Oral"	"Dapagliflozin/Metformin"	"850mg + 5mg"	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"	"Gold"
"71665"	"Glimepiride 3mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"3mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"60967"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge (Terumo UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"48576"	"BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"29567"	"Insulin aspart 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"23003"	"INSULIN ISOPHANE (NPH) 40 I/U"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"75550"	"Insulin isophane biphasic human 15/85 100units/ml suspension for injection 5ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"85unit/1ml + 15unit/1ml"	"Insulin"	"Insulin"	"Gold"
"54973"	"Saxagliptin 2.5mg / Metformin 850mg tablets"	"Oral tablet"	"Oral"	"Saxagliptin/Metformin"	"850mg + 2.5mg"	"Saxagliptin/Metformin"	"DPP-4is, Metformin"	"Gold"
"48501"	"HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Champagne (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"91579"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (A. Menarini Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"12060"	"INSULIN QUICKSOL (SOLUBLE NEUTRAL) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"54150"	"Jentadueto 2.5mg/850mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Linagliptin/Metformin"	"2.5mg + 850mg"	"Linagliptin/Metformin"	"DPP-4is, Metformin"	"Gold"
"62904"	"Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2mg"	"Exenatide"	"GLP-1RAs"	"Gold"
"53478"	"Metformin 500mg modified-release tablets (Kent Pharma (UK) Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"69654"	"Qtern 5mg/10mg tablets (AstraZeneca UK Ltd)"	"Oral tablet"	"Oral"	"Saxagliptin/Dapagliflozin"	"10mg + 5mg"	"Saxagliptin/Dapagliflozin"	"DPP-4is, SGLT-2is"	"Gold"
"34031"	"Monotard mc 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"52722"	"Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Insulin"	"Insulin"	"Gold"
"89378"	"Wegovy FlexTouch 1.7mg/0.75ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"2.27mg/1ml"	"Semaglutide"	"GLP-1RAs"	"Gold"
"62180"	"Insulin aspart 100units/ml solution for injection 1.6ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"54462"	"Insulin biphasic isophane human emp 25:75; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"25:75; 100 units/ml"	"Insulin"	"Insulin"	"Gold"
"22987"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge"	"Hypodermic Needle"	NA	"Insulin"	"12mm/29gauge"	"Insulin"	"Insulin"	"Gold"
"6209"	"NovoRapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"65563"	"Pioglitazone 15mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"15mg"	"Pioglitazone"	"Other"	"Gold"
"46989"	"Metabet SR 1000mg tablets (Morningside Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Metformin"	"Metformin"	"Gold"
"5769"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge"	"Insulin Syringe With 12Mm Needle(27G)"	NA	"Insulin"	"0.5ml"	"Insulin"	"Insulin"	"Gold"
"75329"	"Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens (Sanofi)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"34323"	"Metformin 500mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"27911"	"INSULIN HUMAN ACTRAPID PENFILL"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"25006"	"INSULIN HUMAN ACTRAPID (NEUTRAL)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"6753"	"Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units Green (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-35 units"	"Insulin"	"Insulin"	"Gold"
"73254"	"Yaltormin SR 1000mg tablets (Wockhardt UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Metformin"	"Metformin"	"Gold"
"80676"	"Bilxona 60mg modified-release tablets (Accord-UK Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"35017"	"Optipen pro 1 white insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Insulin"	"Insulin"	"Gold"
"34932"	"Gliclazide 80mg tablets (Genus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"14930"	"Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges (C P Pharmaceuticals Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"34676"	"Glibenclamide 2.5mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"86448"	"NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"63118"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Diabetes Care Technology Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"80506"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Nipro Diagnostics (UK) Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"59846"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"36356"	"Insulin human 3mg inhalation powder blisters"	"Inhalation powder"	"Inhalation"	"Insulin"	"3mg"	"Insulin"	"Insulin"	"Gold"
"48811"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"22496"	"INSULIN ZINC LENTE PURIFIED SUSPENSION"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"4198"	"Humulin m3 100unit/ml M3 injection (Eli Lilly and Company Ltd)"	"M3 Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"1594"	"Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"14925"	"Insulin isophane human vial 100unit/ml Sterile suspension injection"	"Sterile Suspension Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"11760"	"Metformin with rosiglitazone 1000mg + 2mg Tablet"	"Tablet"	"Oral"	"Metformin/Rosiglitazone"	"1000mg + 2mg"	"Metformin/Rosiglitazone"	"Metformin, Other"	"Gold"
"55413"	"Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"100microgram/1ml"	"Lixisenatide"	"GLP-1RAs"	"Gold"
"5421"	"NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Novo Nordisk Ltd)"	"Pen Needle"	NA	"Insulin"	"6mm/31gauge"	"Insulin"	"Insulin"	"Gold"
"80647"	"Metuxtan SR 500mg tablets (Accord-UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"9748"	"Repaglinide 2mg tablets"	"Oral tablet"	"Oral"	"Repaglinide"	"2mg"	"Repaglinide"	"Other"	"Gold"
"23099"	"Insulin aspart biphasic 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Insulin"	"Insulin"	"Gold"
"4862"	"Diabetamide 2.5mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"2.5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"78258"	"Pioglitazone 15mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Pioglitazone"	"3mg/1ml"	"Pioglitazone"	"Other"	"Gold"
"38551"	"Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Vildagliptin/Metformin"	"1gram + 50mg"	"Vildagliptin/Metformin"	"DPP-4is, Metformin"	"Gold"
"1587"	"Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"90668"	"Tirzepatide 15mg/0.6ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"25mg/1ml"	"Tirzepatide"	"GLP-1RAs"	"Gold"
"5789"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"Insulin"	"0.5ml"	"Insulin"	"Insulin"	"Gold"
"82201"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Spirit Healthcare Ltd)"	"Suppository"	"Rectal"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"2220"	"Penmix 20/80 Pen (Novo Nordisk Ltd)"	"Pen"	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"33356"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Hypodermic Needle"	NA	"Insulin"	"12mm/29gauge"	"Insulin"	"Insulin"	"Gold"
"61957"	"Gliclazide 40mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"40mg"	"Gliclazide"	"Sulfonylureas"	"Gold"
"41959"	"Penject 100unit/ml Injection device (Hypoguard Ltd)"	"Injection Device"	"Intramuscular"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
"5636"	"Glipizide 5mg tablets"	"Oral tablet"	"Oral"	"Glipizide"	"5mg"	"Glipizide"	"Sulfonylureas"	"Gold"
"84216"	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Prosum Medical Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"92161"	"Victoza 6mg/ml solution for injection 3ml pre-filled pens (Pharmaram Ltd)"	"Solution for injection"	"Subcutaneous"	"Liraglutide"	"6mg/1ml"	"Liraglutide"	"GLP-1RAs"	"Gold"
"14644"	"Insulin biphasic isophane human prb 20:80; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"20:80; 100 units/ml"	"Insulin"	"Insulin"	"Gold"
"67230"	"Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Waymade Healthcare Plc)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"80878"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)"	"Device"	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"60951"	"Insulin human 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"89481"	"Semaglutide 1mg/0.75ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.34mg/1ml"	"Semaglutide"	"GLP-1RAs"	"Gold"
"23992"	"Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"84649"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"77762"	"Ertugliflozin 5mg tablets"	"Oral tablet"	"Oral"	"Ertugliflozin"	"5mg"	"Ertugliflozin"	"SGLT-2is"	"Gold"
"321"	"INSULIN HUMAN ACTRAPID (NEUTRAL) 40 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"71137"	"Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"4896"	"Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd)"	"Insulin Syringe With 12Mm Needle(28G)"	NA	"Insulin"	"1ml"	"Insulin"	"Insulin"	"Gold"
"66447"	"BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"70463"	"Synjardy 12.5mg/850mg tablets (Boehringer Ingelheim Ltd)"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"850mg + 12.5mg"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"	"Gold"
"54028"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"55728"	"Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"50microgram/1ml"	"Lixisenatide"	"GLP-1RAs"	"Gold"
"59005"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"89962"	"Tirzepatide 5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Tirzepatide"	"10mg/1ml"	"Tirzepatide"	"GLP-1RAs"	"Gold"
"61925"	"NovoNorm 500microgram tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Repaglinide"	"500microgram"	"Repaglinide"	"Other"	"Gold"
"58961"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"64460"	"Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300unit/1ml"	"Insulin"	"Insulin"	"Gold"
"57659"	"Pioglitazone 30mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Pioglitazone"	"30mg"	"Pioglitazone"	"Other"	"Gold"
"58578"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"59004"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"70807"	"AllStar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Teal (Sanofi)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"71958"	"AllStar Pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Blue (Sanofi)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"81916"	"Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"63704"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"10208"	"Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"36430"	"Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"34563"	"Glibenclamide 5mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Glibenclamide"	"Sulfonylureas"	"Gold"
"43991"	"Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Insulin"	"Insulin"	"Gold"
"34802"	"Glipizide 5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Glipizide"	"5mg"	"Glipizide"	"Sulfonylureas"	"Gold"
"92344"	"Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"49052"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"48765"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"18195"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Hypodermic Needle"	NA	"Insulin"	"6mm/31gauge"	"Insulin"	"Insulin"	"Gold"
"54891"	"Saxagliptin 2.5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Saxagliptin/Metformin"	"1gram + 2.5mg"	"Saxagliptin/Metformin"	"DPP-4is, Metformin"	"Gold"
