"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"	"period"
"2787"	"L11..11"	6322	0	1176	3	"antepartum haemorrhage"	"February 2009"	"late pregnancy"
"73757"	"L247z00"	6	0	0	0	"vaginal abnormality in pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"111888"	"Lyu3700"	1	0	0	0	"[x]maternal care/other(suspected)fetal abnormality+damage"	"June 2017"	"unspecified"
"99389"	"L460300"	2	0	0	0	"retracted nipple in pregnancy/puerperium/lact with a/n comp"	"May 2010"	"postnatal"
"11532"	"7F14.00"	4906	0	13	0	"breech extraction delivery"	"February 2009"	"postnatal"
"100675"	"Lyu5700"	8	0	0	0	"[x]assisted single delivery, unspecified"	"September 2010"	"postnatal"
"54582"	"L35zz00"	16	0	0	0	"obstetric trauma nos"	"February 2009"	"unspecified"
"35646"	"L123z00"	180	0	0	0	"transient hypertension of pregnancy nos"	"February 2009"	"unspecified"
"32368"	"Z22C400"	18	0	2	0	"duration of pregnancy at time of previous miscarriage"	"February 2009"	"unspecified"
"106136"	"Q410200"	8	0	0	0	"fetal placental blood loss"	"May 2013"	"late pregnancy"
"8967"	"7F19z00"	15779	0	9	0	"normal delivery nos"	"February 2009"	"postnatal"
"93895"	"Z22B500"	2	0	0	0	"quintuplet pregnancy"	"February 2009"	"unspecified"
"114089"	"L43y.00"	2	0	0	0	"other obstetric pulmonary embolism"	"August 2019"	"unspecified"
"22613"	"Z248.00"	225	0	0	0	"normal labour"	"February 2009"	"postnatal"
"90775"	"Z246.00"	1	0	0	0	"observation of measures of labour"	"February 2009"	"postnatal"
"65256"	"L164.00"	7	0	2	0	"peripheral neuritis in pregnancy"	"February 2009"	"unspecified"
"67975"	"L166.00"	2692	0	0	0	"genitourinary tract infections in pregnancy"	"February 2009"	"unspecified"
"113244"	"L26zz00"	1	0	0	0	"feto-placental problems nos"	"February 2019"	"late pregnancy"
"27200"	"4443.11"	2	0	0	155	"hpl - human placental lactogen level"	"February 2009"	"late pregnancy"
"103090"	"Lyu3000"	1	0	0	0	"[x]other multiple gestation"	"October 2011"	"unspecified"
"36006"	"L16z.00"	496	0	1	0	"pregnancy complication nos"	"February 2009"	"unspecified"
"111624"	"9mL0.00"	7	0	0	0	"postnatal examination third invitation"	"January 2017"	"postnatal"
"24303"	"9Ea..00"	313	0	32	0	"reason for termination of pregnancy"	"February 2009"	"unspecified"
"13965"	"584..13"	8611	0	3760	57853	"ultra-sound scan - obstetric"	"February 2009"	"unspecified"
"61466"	"Z22A211"	16	0	3	0	"hrp - high risk pregnancy"	"February 2009"	"unspecified"
"45091"	"62Y..00"	15050	0	18	0	"routine antenatal care"	"February 2009"	"early pregnancy"
"7828"	"Q432.00"	7074	0	29	0	"preterm delivery associated jaundice"	"February 2009"	"postnatal"
"26866"	"L2y..00"	90	0	1	0	"other specified risk factors in pregnancy"	"February 2009"	"unspecified"
"72732"	"L284.00"	15	0	0	0	"amniotic cavity infection"	"February 2009"	"late pregnancy"
"35855"	"L15z.00"	2	0	0	0	"prolonged pregnancy nos"	"February 2009"	"unspecified"
"71862"	"L323200"	1	0	0	0	"delayed delivery second twin with antenatal problem"	"February 2009"	"late pregnancy"
"2937"	"L175.11"	253	0	45	23	"rubella contact in pregnancy"	"February 2009"	"unspecified"
"111784"	"Z256.00"	3	0	0	0	"observation of third stage of labour"	"April 2017"	"postnatal"
"96747"	"L360100"	6	0	0	0	"third-stage postpartum haemorrhage - deliv with p/n problem"	"April 2009"	"postnatal"
"96343"	"7F26y00"	15	0	0	0	"other specified routine obstetric scan"	"April 2009"	"unspecified"
"97565"	"Lyu3C00"	10	0	0	0	"[x]other placental disorders"	"September 2009"	"late pregnancy"
"100451"	"7F24100"	3	0	0	0	"obstetric uterine tamponade"	"August 2010"	"unspecified"
"50421"	"Z22A900"	303	0	48	0	"unwanted pregnancy"	"February 2009"	"unspecified"
"54687"	"L51X.00"	12	0	0	0	"maternal care/known or suspected fetal problem,unspecifd"	"February 2009"	"unspecified"
"27019"	"5841.00"	279	0	641	3658	"u-s obstetric scan requested"	"February 2009"	"unspecified"
"55757"	"L16y200"	4	0	0	0	"other pregnancy complication - delivered with postnatal comp"	"February 2009"	"postnatal"
"88892"	"Z262300"	6	0	0	0	"small placenta"	"February 2009"	"late pregnancy"
"86398"	"Z262J00"	5	0	0	0	"placenta infected"	"February 2009"	"late pregnancy"
"67635"	"L180000"	29	0	0	0	"diabetes mellitus - unspec whether in pregnancy/puerperium"	"February 2009"	"postnatal"
"15167"	"L142.00"	2406	0	81	0	"early onset of delivery"	"February 2009"	"postnatal"
"28928"	"L140.00"	171	0	3	0	"threatened premature labour"	"February 2009"	"postnatal"
"113657"	"68NQ000"	43	0	0	0	"pertussis vaccination in pregnancy contraindicated"	"April 2019"	"unspecified"
"21543"	"622..00"	5829	0	108	0	"antenatal care: gravida no."	"February 2009"	"early pregnancy"
"51065"	"62CZ.00"	31	0	0	0	"delivery booking - stay nos"	"February 2009"	"postnatal"
"103283"	"L184200"	4	0	0	0	"mental disorder in the puerperium - baby delivered"	"November 2011"	"postnatal"
"71794"	"L307200"	3	0	0	0	"other failed trial of labour with antenatal problem"	"February 2009"	"early pregnancy"
"58686"	"L462000"	27	0	0	0	"breast engorgement in pregnancy/puerperium/lactation unspec"	"February 2009"	"postnatal"
"87848"	"7F2Bz00"	42	0	1	2	"obstetric ultrasound monitoring nos"	"February 2009"	"unspecified"
"93205"	"Z255F00"	3	0	0	0	"not pushing well in labour"	"February 2009"	"postnatal"
"33378"	"7F15.00"	317	0	4	0	"other breech delivery"	"February 2009"	"postnatal"
"46097"	"L111100"	65	0	2	0	"placenta praevia with haemorrhage - delivered"	"February 2009"	"late pregnancy"
"53937"	"L395000"	698	0	0	0	"forceps delivery unspecified"	"February 2009"	"postnatal"
"55683"	"Z262A00"	4	0	0	0	"placenta gritty"	"February 2009"	"late pregnancy"
"11986"	"7E13300"	1750	0	10	0	"excision of ruptured ectopic tubal pregnancy"	"February 2009"	"unspecified"
"113401"	"L354200"	4	0	0	0	"obstetric high vaginal laceration with postnatal problem"	"February 2019"	"postnatal"
"99660"	"L300400"	45	0	0	0	"obstructed labour due to face presentation"	"June 2010"	"postnatal"
"68930"	"L168100"	4	0	0	0	"fatigue during pregnancy - delivered"	"February 2009"	"unspecified"
"47686"	"L181.00"	90	0	5	0	"thyroid dysfunction in pregnancy/childbirth/puerperium"	"February 2009"	"postnatal"
"97034"	"67AE.00"	3813	0	2	0	"folic acid advice in first trimester of pregnancy"	"July 2009"	"unspecified"
"51432"	"62FZ.00"	14	0	1	111	"antenatal amniocentesis nos"	"February 2009"	"early pregnancy"
"48274"	"Q212200"	5	0	0	0	"liveborn with prelabour meconium in liquor"	"February 2009"	"postnatal"
"106737"	"9mK2.00"	459	0	0	0	"pertussis vaccination in pregnancy invitation third letter"	"August 2013"	"unspecified"
"51639"	"L241z11"	75	0	3	0	"uterine fibroid in pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"40978"	"Z22A700"	195	0	6	0	"surrogate pregnancy"	"February 2009"	"unspecified"
"90497"	"L39z400"	2	0	0	0	"complications of labour and delivery nos with p/n problem"	"February 2009"	"postnatal"
"91278"	"L357000"	31	0	0	0	"obstetric pelvic haematoma unspecified"	"February 2009"	"unspecified"
"18944"	"7E07011"	318	0	5	0	"dilation cervix uteri & curettage for termination pregnancy"	"February 2009"	"unspecified"
"23994"	"7F15100"	1840	0	3	0	"assisted breech delivery"	"February 2009"	"postnatal"
"69076"	"Q031300"	8	0	0	0	"fetus/neonate affected by shoulder presentation - labour/del"	"February 2009"	"postnatal"
"102362"	"389B.00"	477	0	84	0	"assessment for termination of pregnancy"	"June 2011"	"unspecified"
"97523"	"68b..00"	2084	0	1	42	"antenatal screening status"	"August 2009"	"early pregnancy"
"28290"	"L2A3.00"	83	0	2	0	"abnormal ultrasonic finding on antenatal screening of mother"	"February 2009"	"early pregnancy"
"55618"	"ZV23600"	7	0	4	0	"[v]supervisn/pregnancy wth history insufficnt antenatal care"	"February 2009"	"early pregnancy"
"36226"	"L2A1.00"	20	0	0	0	"abnormal biochemical finding on antenatal screen of mother"	"February 2009"	"early pregnancy"
"113236"	"L228100"	1	0	0	0	"multiple pregnancy with malpresentation - delivered"	"January 2019"	"unspecified"
"60256"	"Z254B00"	4	0	0	0	"brow delivery"	"February 2009"	"postnatal"
"60538"	"L213100"	38	0	0	0	"multiple delivery, all by forceps and vacuum extractor"	"February 2009"	"postnatal"
"37038"	"Z23D100"	43	0	1	0	"girth of pregnant abdomen"	"February 2009"	"early pregnancy"
"59168"	"L267300"	62	0	0	0	"placental transfusion syndromes"	"February 2009"	"late pregnancy"
"96885"	"7F07000"	9	0	0	0	"endoscop laser ablation placental arterio-venous anastomosis"	"May 2009"	"late pregnancy"
"15926"	"7F15y00"	207	0	5	0	"other specified other breech delivery"	"February 2009"	"postnatal"
"54107"	"L10z000"	54	0	4	0	"early pregnancy haemorrhage nos unspecified"	"February 2009"	"unspecified"
"93685"	"4H4..00"	0	0	0	1	"amniotic fluid chemistry"	"February 2009"	"late pregnancy"
"42213"	"Q021100"	86	0	0	0	"fetus or neonate affected by abruptio placentae"	"February 2009"	"late pregnancy"
"29631"	"6222.00"	20241	0	109	0	"antenatal care: 2nd pregnancy"	"February 2009"	"early pregnancy"
"19259"	"L267.00"	67	0	1	0	"other placental conditions"	"February 2009"	"late pregnancy"
"69356"	"7L0D100"	36	0	0	0	"correction of obstetric palsy"	"February 2009"	"unspecified"
"95780"	"Z262600"	8	0	0	0	"complete placenta at delivery"	"February 2009"	"late pregnancy"
"24373"	"L37..00"	536	0	17	0	"retained placenta or membranes with no haemorrhage"	"February 2009"	"late pregnancy"
"70150"	"Z246100"	44	0	0	0	"duration of labour"	"February 2009"	"postnatal"
"104989"	"Q018.00"	3	0	0	0	"fetus or neonate affected by maternal postnatal depression"	"September 2012"	"postnatal"
"65702"	"L38..00"	11	0	1	0	"complications of anaesthesia during labour and delivery"	"February 2009"	"postnatal"
"100502"	"L413200"	3	0	0	0	"antenatal deep vein thrombosis with antenatal complication"	"August 2010"	"early pregnancy"
"106736"	"9mK1.00"	986	0	0	0	"pertussis vaccination in pregnancy invitation second letter"	"August 2013"	"unspecified"
"105805"	"Lyu6.00"	2	0	0	0	"[x]complications predominantly related to the puerperium"	"February 2013"	"postnatal"
"14686"	"7F16z00"	29634	0	1084	0	"forceps cephalic delivery nos"	"February 2009"	"postnatal"
"27166"	"4H5..00"	42	0	21	1566	"amniotic fluid afp"	"February 2009"	"late pregnancy"
"59296"	"L140000"	23	0	0	0	"threatened premature labour unspecified"	"February 2009"	"postnatal"
"9294"	"L292.00"	260	0	1	0	"maternal pyrexia during labour, unspecified"	"February 2009"	"postnatal"
"65555"	"L132.00"	63	0	0	0	"late vomiting of pregnancy"	"February 2009"	"unspecified"
"107698"	"Z236300"	1	0	0	0	"pregnant uterus displaced laterally"	"February 2014"	"early pregnancy"
"67052"	"L344100"	23	0	0	0	"unspecified perineal laceration during delivery - delivered"	"February 2009"	"postnatal"
"4536"	"621..11"	67798	0	9319	12	"pregnancy confirmed"	"February 2009"	"unspecified"
"111540"	"L415500"	6	0	0	0	"other phlebitis in pregnancy"	"December 2016"	"unspecified"
"101959"	"7E0B300"	2	0	0	0	"extraamniotic injection of abortifacient nec"	"March 2011"	"late pregnancy"
"103610"	"9NkN.00"	20334	0	9	0	"seen in early pregnancy unit"	"January 2012"	"unspecified"
"61203"	"L413z00"	37	0	0	0	"antenatal deep vein thrombosis nos"	"February 2009"	"early pregnancy"
"36340"	"938..00"	22	0	0	0	"obstetric coop card"	"February 2009"	"unspecified"
"42384"	"Q031400"	25	0	1	0	"fetus or neonate affected by transverse lie in labour/deliv"	"February 2009"	"postnatal"
"55304"	"L131z00"	18	0	1	0	"hyperemesis gravidarum with metabolic disturbance nos"	"February 2009"	"early pregnancy"
"19327"	"L411.11"	13	0	0	0	"perineal obstetric varicose veins"	"February 2009"	"unspecified"
"20496"	"L411.12"	1103	0	14	0	"vulval obstetric varicose veins"	"February 2009"	"unspecified"
"70476"	"L132100"	2	0	0	0	"late pregnancy vomiting - delivered"	"February 2009"	"unspecified"
"23456"	"L412.00"	903	0	6	0	"superficial thrombophlebitis in pregnancy and the puerperium"	"February 2009"	"postnatal"
"55352"	"7M0f.00"	8187	0	3	26	"gestational age"	"February 2009"	"unspecified"
"108013"	"ZC2CB00"	7	0	0	0	"dietary advice for gestational diabetes"	"May 2014"	"unspecified"
"100578"	"L255200"	2	0	0	0	"fetus with drug damage with antenatal problem"	"August 2010"	"early pregnancy"
"32493"	"Z22AD00"	186	0	12	0	"presentation of pregnancy"	"February 2009"	"unspecified"
"44729"	"L031000"	256	0	0	0	"fallopian tube pregnancy"	"February 2009"	"unspecified"
"11194"	"Z257.12"	6682	0	0	0	"spontaneous vaginal delivery"	"February 2009"	"postnatal"
"25681"	"Z257.13"	11033	0	1	0	"svd - spontaneous vaginal delivery"	"February 2009"	"postnatal"
"9383"	"Z257.11"	14046	0	16	0	"normal delivery"	"February 2009"	"postnatal"
"17492"	"Z257.14"	56998	0	0	0	"ftnd - full term normal delivery"	"February 2009"	"postnatal"
"43140"	"67A2.00"	3090	0	20	0	"diet in pregnancy advice"	"February 2009"	"unspecified"
"31780"	"L222.13"	74	0	0	0	"spontaneous breech delivery"	"February 2009"	"postnatal"
"115193"	"Z253.11"	3	0	0	0	"speed of delivery"	"October 2020"	"postnatal"
"23418"	"L28y.13"	619	0	213	0	"amniotic fluid leaking"	"February 2009"	"late pregnancy"
"27650"	"L384.00"	152	0	0	0	"obstetric spinal and epidural anaesthesia-induced headache"	"February 2009"	"unspecified"
"63755"	"L451000"	40	0	1	0	"obstetric breast abscess unspecified"	"February 2009"	"unspecified"
"67377"	"L463z00"	20	0	0	0	"other breast disorder in pregnancy/puerperium/lactation nos"	"February 2009"	"postnatal"
"72757"	"Q007100"	18	0	0	0	"fetus/neonate affected by placental/breast transfer alcohol"	"February 2009"	"late pregnancy"
"50137"	"L443.00"	99	0	3	0	"other complication of obstetric surgical wound"	"February 2009"	"unspecified"
"21526"	"L123500"	5875	0	21	0	"gestational hypertension"	"February 2009"	"unspecified"
"91888"	"L181300"	10	0	1	0	"thyroid dysfunction in pregnancy - baby not yet delivered"	"February 2009"	"unspecified"
"103000"	"L29yz00"	1	0	0	0	"other problems affecting labour nos"	"September 2011"	"postnatal"
"51296"	"Q03y200"	52	0	0	0	"fetus or neonate affected by induction of labour"	"February 2009"	"postnatal"
"23403"	"445Z.00"	3016	0	388	2871	"serum pregnancy test nos"	"February 2009"	"unspecified"
"12837"	"7F2B100"	10316	0	1402	6	"ultrasound monitoring of early pregnancy"	"February 2009"	"unspecified"
"30351"	"67A6.00"	912	0	2	0	"drugs in pregnancy advice"	"February 2009"	"unspecified"
"94736"	"L096600"	9	0	0	0	"septic embolism following abortive pregnancy"	"February 2009"	"unspecified"
"15567"	"6218.00"	11601	0	5481	1	"pregnant -unplanned-not wanted"	"February 2009"	"early pregnancy"
"116102"	"L28yz00"	1	0	0	0	"other problem of amniotic cavity and membranes nos"	"July 2022"	"late pregnancy"
"94353"	"L175000"	6	0	0	0	"maternal rubella, unspecified whether pregnancy/puerperium"	"February 2009"	"postnatal"
"64127"	"L121000"	7	0	0	0	"renal hypertension in pregnancy/childbirth/puerp unspecified"	"February 2009"	"postnatal"
"99594"	"L415000"	1	0	0	0	"other phlebitis/thrombosis in pregnancy/puerperium unsp"	"May 2010"	"postnatal"
"62318"	"7F17300"	4	0	0	0	"trial of vacuum delivery"	"February 2009"	"postnatal"
"97272"	"L401200"	1	0	0	0	"puerperal salpingitis with postnatal complication"	"August 2009"	"postnatal"
"50093"	"L093000"	8	0	1	0	"oliguria following abortive pregnancy"	"February 2009"	"unspecified"
"69433"	"L393200"	3	0	0	0	"post-delivery acute renal failure with postnatal problem"	"February 2009"	"postnatal"
"72944"	"L176.00"	6	0	0	0	"other maternal viral dis. in pregnancy/childbirth/puerperium"	"February 2009"	"postnatal"
"49390"	"L174.00"	5	0	0	0	"maternal malaria in pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"97629"	"L246z00"	6	0	1	0	"other cervical abnormality in pregnancy/childbirth/puerp nos"	"September 2009"	"postnatal"
"26690"	"623Z.00"	1237	0	6	1	"a/n care: obstetric risk nos"	"February 2009"	"unspecified"
"57419"	"L167100"	7	0	0	0	"liver disorder in pregnancy - delivered"	"February 2009"	"unspecified"
"112841"	"7F1B500"	1	0	0	0	"deinfibulation of vulva to facilitate delivery"	"August 2018"	"postnatal"
"73927"	"L175z00"	8	0	0	0	"maternal rubella in pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"33724"	"L03z.00"	1739	0	22	0	"ectopic pregnancy nos"	"February 2009"	"unspecified"
"109789"	"9mL1.00"	25	0	0	0	"postnatal examination second invitation"	"June 2015"	"postnatal"
"28830"	"Z242.00"	22	0	0	0	"labour not established"	"February 2009"	"postnatal"
"54089"	"L466000"	70	0	0	0	"galactorrhoea in pregnancy and the puerperium unspecified"	"February 2009"	"postnatal"
"20118"	"62O..12"	257	0	28	0	"static weight gain pregnancy"	"February 2009"	"unspecified"
"66567"	"L122.00"	19	0	0	0	"other pre-existing hypertension in preg/childbirth/puerp"	"February 2009"	"postnatal"
"94718"	"L121z00"	1	0	0	0	"renal hypertension in pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"73899"	"4H53.00"	2	0	1	36	"amniotic fluid afp abnormal"	"February 2009"	"late pregnancy"
"112558"	"L412300"	3	0	0	0	"superficial thrombophlebitis in preg/puerperium + a/n comp"	"April 2018"	"postnatal"
"104206"	"L29z000"	1	0	0	0	"problems affecting labour nos unspecified"	"June 2012"	"postnatal"
"71251"	"L361.00"	216	0	0	0	"other immediate postpartum haemorrhage"	"February 2009"	"postnatal"
"100892"	"Lyu2400"	1	0	0	0	"[x]other+unspcf genitourinary tract infection in pregnancy"	"November 2010"	"unspecified"
"52151"	"Lyu4800"	35	0	2	0	"[x]labour+delivery complicat/oth evidence of fetal distress"	"February 2009"	"postnatal"
"49617"	"622Z.00"	3711	0	2	0	"antenatal care: gravida nos"	"February 2009"	"early pregnancy"
"39319"	"8HE7.00"	299	0	82	0	"discharged from hospital within 6 hours of delivery"	"February 2009"	"postnatal"
"127"	"62...00"	1811313	0	312392	2925	"patient pregnant"	"February 2009"	"early pregnancy"
"27670"	"L255300"	31	0	2	0	"maternal care for (suspected) damage to fetus from alcohol"	"February 2009"	"unspecified"
"28312"	"L466z00"	226	0	0	0	"galactorrhoea in pregnancy and the puerperium nos"	"February 2009"	"postnatal"
"92824"	"Q031z11"	2	0	0	0	"fetus or neonate affected by obstructed labour nec"	"February 2009"	"postnatal"
"99473"	"Q007.00"	1	0	0	0	"fetus/neonate affected by poison transferred placenta/breast"	"May 2010"	"late pregnancy"
"73048"	"7F14y00"	28	0	0	0	"other specified breech extraction delivery"	"February 2009"	"postnatal"
"105918"	"L09y400"	2	0	0	0	"urinary tract infection following abortive pregnancy"	"April 2013"	"unspecified"
"59264"	"4452.00"	0	0	0	27	"serum pregnancy test equivocal"	"February 2009"	"unspecified"
"9542"	"L265311"	837	0	21	0	"maternal care for intrauterine growth retardation"	"February 2009"	"unspecified"
"28700"	"7F1..11"	7	0	0	0	"labour operations"	"February 2009"	"postnatal"
"17000"	"8HTA.00"	209	0	125	0	"referral to postnatal clinic"	"February 2009"	"postnatal"
"112796"	"L257200"	2	0	0	0	"fetus with damage due to iucd with antenatal problem"	"July 2018"	"early pregnancy"
"43628"	"L247011"	7	0	0	0	"septate vagina affecting obstetric care"	"February 2009"	"unspecified"
