"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antihypertensives"
"22208"	33	"Half propanix la 80mg Modified-release capsule (Ashbourne Pharmaceuticals Ltd)"	"Propranolol"	"80mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Propranolol"
"1747"	202526	"Verapamil 120mg tablets"	"Verapamil"	"120mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"6288"	387846	"Ramipril 5mg tablets"	"Ramipril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"34432"	31	"Ramipril 2.5mg capsules (Genus Pharmaceuticals Ltd)"	"Ramipril"	"2.5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"78262"	0	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Waymade Healthcare Plc)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Hydrochlorothiazide/Lisinopril"
"40405"	609	"Verapamil 120mg tablets (Teva UK Ltd)"	"Verapamil"	"120mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"75024"	19	"Perindopril erbumine 4mg tablets (Phoenix Healthcare Distribution Ltd)"	"Perindopril"	"4mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"5736"	330571	"Xalacom eye drops (Viatris UK Healthcare Ltd)"	"Timolol"	"5mg/1ml + 50microgram/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)/Prostaglandin Analogues (In Glaucoma)"	"Timolol"
"62918"	115	"Ramipril 2.5mg/5ml oral solution"	"Ramipril"	"500microgram/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"80566"	1	"Phenoxybenzamine 25mg/5ml oral solution"	"Phenoxybenzamine"	"5mg/1ml"	"Oral solution"	"Oral"	"Alpha-Adrenoceptor Blockers"	"Phenoxybenzamine"
"3342"	498675	"Securon SR 240mg tablets (Viatris UK Healthcare Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"66772"	0	"Lisinopril 2.5mg tablets (Waymade Healthcare Plc)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"2528"	135258	"Slozem 120mg capsules (Zentiva Pharma UK Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"3344"	34175	"Betaloc 100mg tablets (AstraZeneca UK Ltd)"	"Metoprolol"	"100mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"41892"	0	"METOPROLOL 100MG/HYDROCHLOROTHIAZ.12.5MG"	"Metoprolol"	NA	NA	NA	"Unknown"	"Metoprolol"
"59448"	0	"Valsartan 80mg capsules (A A H Pharmaceuticals Ltd)"	"Valsartan"	"80mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"69319"	6	"Doxazosin 2mg tablets (DE Pharmaceuticals)"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"82584"	62	"Tildiem Retard 90mg tablets (Waymade Healthcare Plc)"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"70306"	0	"Diltiazem 180mg modified-release capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"57378"	13	"Enalapril 2mg/5ml oral suspension"	"Enalapril"	"400microgram/1ml"	"Oral suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"34430"	1251	"Metoprolol 50mg tablets (Actavis UK Ltd)"	"Metoprolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"74618"	308	"Ramipril 2.5mg capsules (Mawdsley-Brooks & Company Ltd)"	"Ramipril"	"2.5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"42285"	0	"Quinil 40mg tablets (Tillomed Laboratories Ltd)"	"Quinapril"	"40mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Quinapril"
"34567"	4	"Ramipril 2.5mg capsules (Viatris UK Healthcare Ltd)"	"Ramipril"	"2.5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"49390"	674	"Diltiazem 90mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"5806"	29641	"Tensipine MR 20 tablets (Genus Pharmaceuticals Ltd)"	"Nifedipine"	"20mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"36261"	15	"Atenolol 50mg tablets (Tillomed Laboratories Ltd)"	"Atenolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"35196"	5076	"CoAprovel 300mg/25mg tablets (Sanofi)"	"Hydrochlorothiazide/Irbesartan"	"300mg + 25mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists With Diuretic"	"Hydrochlorothiazide/Irbesartan"
"71019"	0	"Irbesartan 75mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Irbesartan"	"75mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"57074"	4	"Doxazosin 2mg tablets (Sigma Pharmaceuticals Plc)"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"18263"	9205	"Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril/Hydrochlorothiazide"	"25mg + 50mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril/Hydrochlorothiazide"
"58757"	17	"Spironolactone 20mg/5ml oral suspension"	"Spironolactone"	"4mg/1ml"	"Oral suspension"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"78797"	270	"Nadolol 30mg/5ml oral solution"	"Nadolol"	"6mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers"	"Nadolol"
"57594"	4	"Tildiem 60mg modified-release tablets (Waymade Healthcare Plc)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"80522"	0	"Lisinopril 5mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)"	"Lisinopril"	"1mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"31776"	65	"Propranolol 40mg tablets (Viatris UK Healthcare Ltd)"	"Propranolol"	"40mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"58225"	12	"Spironolactone 2.5mg/5ml oral suspension"	"Spironolactone"	"500microgram/1ml"	"Oral suspension"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"30365"	55	"CHLOROTHIAZIDE/SPIRONOLACTONE/LACTOSE MG POW"	"Chlorothiazide/Spironolactone"	NA	NA	NA	"Unknown"	"Chlorothiazide/Spironolactone"
"1292"	40568	"Hypovase 1mg tablets (Pfizer Ltd)"	"Prazosin"	"1mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Prazosin"
"75312"	15	"Bedranol 80mg tablets (Ennogen Pharma Ltd)"	"Propranolol"	"80mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"6066"	111048	"Atenolol 25mg/5ml oral solution sugar free"	"Atenolol"	"5mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"1299"	2689668	"Enalapril 10mg tablets"	"Enalapril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"43184"	7	"Mapemid XL 1.5mg tablets (Teva UK Ltd)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"53833"	10	"Valsartan 160mg capsules (Viatris UK Healthcare Ltd)"	"Valsartan"	"160mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"88605"	0	"Propranolol 40mg tablets (Genesis Pharmaceuticals Ltd)"	"Propranolol"	"40mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"36780"	4020	"Hytrin 5mg tablets (Advanz Pharma)"	"Terazosin"	"5mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Terazosin"
"21911"	623	"Spirospare 25mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Spironolactone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"88368"	0	"Perindopril erbumine 8mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Perindopril"	"8mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"31489"	60	"Bi-carzem xl 240mg Capsule (Tillomed Laboratories Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"30367"	9	"CHLOROTHIAZIDE 60MG / SPIRONOLACTONE 6MG POW"	"Chlorothiazide/Spironolactone"	NA	NA	NA	"Unknown"	"Chlorothiazide/Spironolactone"
"21053"	1511	"Vascace 500microgram tablets (Roche Products Ltd)"	"Cilazapril"	"500microgram"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Cilazapril"
"568"	2194711	"Felodipine 10mg modified-release tablets"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"18973"	252	"Centyl 2.5mg Tablet (Edwin Burgess Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Bendroflumethiazide"
"43879"	1153	"Vera-Til SR 240mg tablets (Accord-UK Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"34575"	406	"Atenolol 25mg tablets (Wockhardt UK Ltd)"	"Atenolol"	"25mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"47907"	666	"Bedranol SR 160mg capsules (Almus Pharmaceuticals Ltd)"	"Propranolol"	"160mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"43915"	928	"Olmetec Plus 40mg/12.5mg tablets (Daiichi Sankyo UK Ltd)"	"Hydrochlorothiazide/Olmesartan"	"40mg + 12.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists"	"Hydrochlorothiazide/Olmesartan"
"41719"	319	"Co-amilofruse 5mg/40mg tablets (Actavis UK Ltd)"	"Amiloride"	"5mg + 40mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"7712"	24090	"Timolol 0.25% eye drops 0.2ml unit dose preservative free"	"Timolol"	"2.5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"34475"	452	"Diltiazem HCl 90mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"11351"	24326	"Co-zidocapt 25mg/50mg tablets"	"Captopril/Hydrochlorothiazide"	"25mg + 50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril/Hydrochlorothiazide"
"21773"	59	"Diltiazem HCl 60mg Tablet (Generics (UK) Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"3470"	935	"Terazosin 1mg tablets"	"Terazosin"	"1mg"	"Tablets"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Terazosin"
"19142"	764	"Bendroflumethiazide 2.5mg with Timolol maleate 10mg tablets"	"Bendroflumethiazide/Timolol"	"2.5mg + 10mg"	"Tablets"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Bendroflumethiazide/Timolol"
"1300"	25772	"Nifensar xl 20mg Modified-release tablet (Rhone-Poulenc Rorer Ltd)"	"Nifedipine"	"20mg"	"Modified-Release Tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"56157"	337	"Perindopril tosilate 5mg / Indapamide 1.25mg tablets"	"Indapamide/Perindopril"	"1.25mg + 5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Indapamide/Perindopril"
"33057"	1	"Ednyt 5mg Tablet (Dominion Pharma)"	"Enalapril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"36620"	16	"Parmid XL 10mg tablets (Sandoz Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"82813"	0	"Ramipril 2.5mg capsules (Crescent Pharma Ltd)"	"Ramipril"	"2.5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"9410"	118064	"Angitil SR 120 capsules (Ethypharm UK Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"39512"	1180	"Captopril 25mg/5ml oral suspension"	"Captopril"	"25mg/5ml"	"Oral Suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"46916"	58	"Co-amilozide 5mg/50mg tablets (A A H Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Amiloride"	"50mg + 5mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Hydrochlorothiazide/Amiloride"
"21866"	4411	"Berkolol 40mg Tablet (Berk Pharmaceuticals Ltd)"	"Propranolol"	"40mg"	"Oral tablet"	"Oral"	"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"Propranolol"
"520"	2535244	"Losartan 25mg tablets"	"Losartan"	"25mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"39242"	1031	"Carace 10 Plus tablets (Organon Pharma (UK) Ltd)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Hydrochlorothiazide/Lisinopril"
"55306"	2527	"Folpik XL 5mg tablets (Teva UK Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"82557"	79	"Accupro 5mg tablets (Waymade Healthcare Plc)"	"Quinapril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Quinapril"
"71040"	0	"Ramipril 5mg tablets (Pfizer Ltd)"	"Ramipril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"67741"	0	"Ramipril 1.25mg capsules (Almus Pharmaceuticals Ltd)"	"Ramipril"	"1.25mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"83892"	1	"Chlorothiazide 24mg/5ml oral solution"	"Chlorothiazide"	"4.8mg/1ml"	"Oral solution"	"Oral"	"Thiazides And Related Diuretics"	"Chlorothiazide"
"8331"	4512	"Inderal 160mg Tablet (AstraZeneca UK Ltd)"	"Propranolol"	"160mg"	"Oral tablet"	"Oral"	"Supraventricular Arrhythmias/Beta-Adrenoceptor Blockers"	"Propranolol"
"62036"	1	"Ramipril 5mg tablets (Waymade Healthcare Plc)"	"Ramipril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"20369"	552	"Doxazosin 1mg/5ml oral suspension"	"Doxazosin"	"200microgram/1ml"	"Oral suspension"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"68022"	0	"Doxazosin 4mg tablets (Sovereign Medical Ltd)"	"Doxazosin"	"4mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"2970"	14795	"Minoxidil 2.5mg tablets"	"Minoxidil"	"2.5mg"	"Oral tablet"	"Oral"	"Vasodilator Antihypertensive Products"	"Minoxidil"
"33657"	1299	"Atenolol 25mg tablets (A A H Pharmaceuticals Ltd)"	"Atenolol"	"25mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"45070"	356	"Amlodipine 10mg/5ml oral suspension"	"Amlodipine"	"2mg/1ml"	"Oral suspension"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"78819"	6	"Diltiazem 2% cream (Drug Tariff Special Order)"	"Diltiazem"	"20mg/1gram"	"Cream"	"Route of administration not applicable"	"Local Products For Anal Or Rectal Problems/Calcium-Channel Blockers"	"Diltiazem"
"13672"	4623	"Angiopine MR 10mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"29762"	142	"Mepranix 50mg Tablet (Ashbourne Pharmaceuticals Ltd)"	"Metoprolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Metoprolol"
"24359"	428	"Diovan 40mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Valsartan"	"40mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"10214"	4690	"Spironolactone 5mg/5ml oral suspension sugar free"	"Spironolactone"	"5mg/5ml"	"Suspension Sugar-Free"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"88463"	0	"Atenolol 100mg tablets (Accord-UK Ltd)"	"Atenolol"	"100mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"78157"	116	"Methyldopa 125mg Tablet (C P Pharmaceuticals Ltd)"	"Methyldopa"	"125mg"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Methyldopa"
"5330"	3937	"Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)"	"Bendroflumethiazide/Nadolol"	"40mg + 5mg"	"Oral tablet"	"Oral"	"Unknown"	"Bendroflumethiazide/Nadolol"
"52886"	0	"Losartan 12.5mg tablets (A A H Pharmaceuticals Ltd)"	"Losartan"	"12.5mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"4103"	110723	"Trandolapril 1mg capsules"	"Trandolapril"	"1mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Trandolapril"
"18269"	13792	"Acepril 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Captopril"	"12.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"60684"	97	"Perindopril erbumine 4mg / Amlodipine 10mg tablets"	"Amlodipine/Perindopril"	"10mg + 4mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)/Calcium-Channel Blockers"	"Amlodipine/Perindopril"
"32089"	337	"Diltiazem HCl 120mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem"	"120mg"	"Modified-Release Capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"69661"	1	"Propranolol 3mg/5ml oral solution"	"Propranolol"	"600microgram/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"70994"	0	"Captopril 12.5mg tablets (Sandoz Ltd)"	"Captopril"	"12.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"10135"	832	"Nifedipress mr 10mg Modified-release tablet (Sandoz Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"9269"	37277	"Nifedipine 40mg modified-release tablets"	"Nifedipine"	"40mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"7549"	5746	"Doxadura 1mg tablets (Dexcel-Pharma Ltd)"	"Doxazosin"	"1mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"33336"	25	"Captopril 5mg/5ml Oral suspension (Eldon Laboratories)"	"Captopril"	"1mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"37778"	1475	"Lisinopril 5mg/5ml oral suspension"	"Lisinopril"	"1mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"91049"	7	"Vizilatan Duo eye drops (Bausch & Lomb UK Ltd)"	"Timolol"	"50microgram/1ml + 5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)/Prostaglandin Analogues (In Glaucoma)"	"Timolol"
"18874"	414	"Disogram SR 180mg capsules (Sun Pharma UK Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"69116"	31	"Diltiazem 60mg modified-release tablets (DE Pharmaceuticals)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"80853"	2	"Perindopril erbumine 2mg tablets (Tillomed Laboratories Ltd)"	"Perindopril"	"2mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"53142"	189	"Clonidine 50micrograms/5ml oral suspension"	"Clonidine"	"10microgram/1ml"	"Oral suspension"	"Oral"	"Centrally Acting Antihypertensive Products/Prophylaxis Of Migraine/Oestrogens And HRT"	"Clonidine"
"756"	521332	"Ramipril 10mg tablets"	"Ramipril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"41517"	2584	"Bendroflumethiazide 5mg tablets (Teva UK Ltd)"	"Bendroflumethiazide"	"5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Bendroflumethiazide"
"71653"	166	"Nidef 60mg modified-release tablets (Morningside Healthcare Ltd)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"31214"	1	"Propranolol 80mg tablets (Viatris UK Healthcare Ltd)"	"Propranolol"	"80mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"45289"	1	"Metoprolol tartrate Oral solution"	"Metoprolol"	NA	"Oral Solution"	"Oral"	"Beta-Adrenoceptor Blockers"	"Metoprolol"
"57567"	6	"Propranolol 10mg/5ml oral suspension"	"Propranolol"	"2mg/1ml"	"Oral suspension"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"29398"	318	"Atenamin 100mg Tablet (OPD Pharm)"	"Atenolol"	"100mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"83491"	0	"Nicardipine 30mg capsules (Tillomed Laboratories Ltd)"	"Nicardipine"	"30mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nicardipine"
"59233"	16	"Lercanidipine 20mg tablets (Accord-UK Ltd)"	"Lercanidipine"	"20mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lercanidipine"
"25059"	221	"Berkatens 80mg Tablet (Berk Pharmaceuticals Ltd)"	"Verapamil"	"80mg"	"Oral tablet"	"Oral"	"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"Verapamil"
"34804"	1202	"Propranolol 10mg tablets (Teva UK Ltd)"	"Propranolol"	"10mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"34943"	780	"Ramipril 10mg capsules (A A H Pharmaceuticals Ltd)"	"Ramipril"	"10mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"76554"	1	"Verapamil 120mg modified-release tablets (DE Pharmaceuticals)"	"Verapamil"	"120mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"81319"	11	"Bendroflumethiazide 2.5mg tablets (Crescent Pharma Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria"	"Bendroflumethiazide"
"78728"	53	"Co-amilofruse 5mg/40mg/5ml oral suspension"	"Amiloride"	"1mg/1ml + 8mg/1ml"	"Oral suspension"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
